,TP Sex ratio (males per 100 females),TP18 Sex ratio (males per 100 females),TP65 Sex ratio (males per 100 females),One Race White,One Race Black or African American,One Race American Indian and Alaska Native,One Race Asian,One Race Asian Indian,One Race Chinese,One Race Filipino,One Race Japanese,One Race Korean,One Race Vietnamese,One Race Other Asian,One Race Native Hawaiian and Other Pacific Islander,One Race Some other race,Two Plus White and Black or African American,Two Plus White and American Indian and Alaska Native,Two Plus White and Asian,Two Plus Black or African American and American Indian and Alaska Native,        Hispanic or Latino (of any race),Latino - Mexican,Latino - Puerto Rican,Latino - Cuban,            Other Hispanic or Latino,"Citizen, 18 and over population",CVAP Male,CVAP Female
"Congressional District 18 (116th Congress), Florida!!2019 Estimate",95.1,93.5,85.3,615041.7236720000,98901.181696,2317.996446,17771.306086,3863.32741,3090.661928,3863.32741,772.665482,772.665482,3090.661928,2317.996446,772.665482,15453.30964,346.14777,46.153036,69.22955400000000,23.076518,139254.85000000000,31829.68,35808.39,17506.324,54906.198000000000,604583.0,289595.257,314987.743
"Congressional District 19 (116th Congress), Florida!!2019 Estimate",96.0,93.1,89.2,697440.1342500000,64000.38879,820.517805,15589.838295000000,4102.589025000000,3282.07122,3282.07122,0.0,820.517805,3282.07122,820.517805,820.517805,29538.64098,62.475975,24.99039,37.485585,0.0,170767.66500000000,49980.78,30821.481000000000,37485.585,52479.819,637525.0,307287.05000000000,330237.95
"Congressional District 20 (116th Congress), Florida!!2019 Estimate",94.7,92.3,71.4,297052.54348800000,409220.82162800000,2320.7229960000000,19339.358300000000,6962.168988000000,2320.7229960000000,2320.7229960000000,1547.148664,0.0,2320.7229960000000,3094.297328,0.0,17018.635304000000,375.5526840000000,202.22067600000000,86.66600400000000,0.0,215060.084,26481.279000000000,26481.279000000000,48950.243,113147.283,491860.0,233633.5,258226.5
"Congressional District 21 (116th Congress), Florida!!2019 Estimate",93.2,91.8,78.9,568819.3610880000,124620.37077600000,3058.168608,20642.638104,6116.337216,3822.71076,2293.626456,0.0,0.0,3058.168608,4587.252912,0.0,25994.433168000000,220.23848000000000,66.07154400000000,110.11924000000000,0.0,199787.764,32249.206000000000,31462.64,35395.47,100680.448,549008.0,260229.792,288778.208
"Congressional District 22 (116th Congress), Florida!!2019 Estimate",97.2,97.3,84.5,569801.6064000000,112031.30542500000,741.929175,25967.521125,11870.8668,4451.5750500000000,3709.6458750000000,741.929175,741.929175,2225.7875250000000,1483.85835,741.929175,14096.654325000000,190.23825000000000,57.07147500000000,76.09530000000000,19.023825000000000,176541.096,22067.637,28155.261000000000,30438.12,96641.031,549615.0,270410.58,279204.42
"Congressional District 23 (116th Congress), Florida!!2019 Estimate",91.7,88.0,77.5,530033.7384000000,111896.01144000000,2208.47391,36071.74053,8097.73767,10306.21158,3680.78985,736.15797,736.15797,4416.94782,8097.73767,736.15797,28710.160830000000,347.10039000000000,53.40006,160.20018000000000,26.70003,305906.058,10680.012000000000,43482.906,73234.368,179271.63000000000,512459.0,237780.976,274678.02400000000
"Congressional District 24 (116th Congress), Florida!!2019 Estimate",97.0,94.6,75.9,318628.559925,346591.343475,1471.72545,8094.489975,3679.313625,735.862725,1471.72545,0.0,735.862725,735.862725,1471.72545,735.862725,41208.3126,169.81447500000000,18.868275,18.868275,0.0,320005.944,9056.772,30943.971000000000,107171.802,172078.668,464185.0,220487.875,243697.125
"Congressional District 25 (116th Congress), Florida!!2019 Estimate",95.7,95.1,81.7,712112.76708,32261.462376000000,786.8649360000000,8655.514296000000,2360.594808,2360.594808,1573.7298720000000,786.8649360000000,0.0,0.0,2360.594808,0.0,22819.083144000000,28.671192,19.114128,19.114128,0.0,605280.72,46192.476000000000,17521.284000000000,334497.24,207069.72,466682.0,223073.99600000000,243608.00400000000
"Congressional District 26 (116th Congress), Florida!!2019 Estimate",96.8,92.9,69.3,619547.171124,85454.782224,2288.967381,10681.847778,3814.945635,2288.967381,1525.9782540000000,0.0,0.0,762.9891270000000,1525.9782540000000,0.0,26704.619445,251.46622200000000,17.961873,53.885619,0.0,565408.5240000000,33580.893,37485.648,310818.49800000000,183523.485,481612.0,226357.64000000000,255254.36000000000
"Congressional District 27 (116th Congress), Florida!!2019 Estimate",94.2,93.1,71.8,629065.229672,41888.689359,734.8892870000000,17637.342888,5144.225009,4409.335722,2204.667861,734.8892870000000,1469.7785740000000,734.8892870000000,3674.4464350000000,0.0,30130.460767000000,94.58227800000000,15.763713000000000,78.818565,0.0,531462.324,18015.672,24020.896,273988.345,214686.75800000000,457408.0,216811.392,240596.608
"Congressional District 1 (116th Congress), Georgia!!2019 Estimate",99.7,93.5,75.4,452678.215788,223787.78139600000,2915.801712,12392.157276,1457.900856,2915.801712,1457.900856,0.0,728.950428,2915.801712,2915.801712,728.950428,17494.810272,230.98429200000000,62.99571600000000,125.99143200000000,41.99714400000000,52496.43000000000,23998.368000000000,14249.031000000000,2999.7960000000000,11999.184000000000,559876.0,269860.232,290015.768
"Congressional District 2 (116th Congress), Georgia!!2019 Estimate",95.2,92.7,73.3,273892.06208,347632.23264,1975.18314,6583.9438,1316.7887600000000,658.3943800000000,1316.7887600000000,658.3943800000000,658.3943800000000,658.3943800000000,1316.7887600000000,658.3943800000000,13826.281980000000,120.92958000000000,40.30986,13.436620000000000,0.0,34935.212,18139.437,4030.986,2015.493,10749.296,502891.0,241387.68,261503.32
"Congressional District 3 (116th Congress), Georgia!!2019 Estimate",95.5,90.3,78.3,504880.93544,186938.42216000000,1471.9560800000000,15455.538840000000,6623.8023600000000,1471.9560800000000,1471.9560800000000,735.9780400000000,1471.9560800000000,735.9780400000000,2943.9121600000000,735.9780400000000,11775.648640000000,105.13972,60.079840000000000,60.079840000000000,0.0,45059.88,20276.946000000000,9011.976,3003.992,12766.966,554271.0,262724.45400000000,291546.54600000000
"Congressional District 4 (116th Congress), Georgia!!2019 Estimate",89.7,84.4,72.4,208186.64685,464416.36605000000,2287.76535,35079.068700000000,5338.1191500000000,5338.1191500000000,762.58845,762.58845,1525.1769,6863.296050000000,13726.592100000000,1525.1769,32028.7149,195.53550000000000,19.55355,97.76775000000000,19.55355,79778.484,38324.958,7821.42,2346.426,31285.68,533857.0,240235.65,293621.35000000000
"Congressional District 5 (116th Congress), Georgia!!2019 Estimate",92.9,93.4,71.5,268255.48401600000,427050.3969680000,3083.3963680000000,40084.152784,13104.434564,6937.641828000000,2312.547276,1541.6981840000000,3083.3963680000000,8479.340012,4625.094552,1541.6981840000000,13104.434564,127.02835600000000,36.293816,108.881448,36.293816,53651.728,23669.880000000000,4733.976,1577.992,22880.884,596247.0,285006.066,311240.934
"Congressional District 6 (116th Congress), Georgia!!2019 Estimate",94.6,91.3,81.1,479182.96774800000,99141.30367200000,10057.813416000000,84054.58354800000,46696.990860000000,12931.474392000000,2155.2457320000000,1436.830488,8620.982928000000,4310.491464000000,6465.737196000000,0.0,22989.287808,147.100536,98.067024,269.684316,24.516756,90637.704,43832.988000000000,7429.32,5943.456,33431.94,502565.0,235702.985,266862.015
"Congressional District 7 (116th Congress), Georgia!!2019 Estimate",93.0,92.2,75.2,419934.1239810000,175995.78295500000,4092.9251850000000,129336.43584600000,43385.00696100000,15553.115703000000,2455.7551110000000,1637.1700740000000,25376.136147000000,24557.551110000000,15553.115703000000,0.0,63031.04784900000,261.87963,52.375926,235.69166700000000,26.187963,170644.14600000000,86166.84600000000,10137.276,4223.865,70116.159,501852.0,237877.848,263974.152
"Congressional District 8 (116th Congress), Georgia!!2019 Estimate",96.7,91.5,75.0,422788.78005000000,216214.45755,4820.0675250000000,11705.878275000000,2065.7432250000000,688.5810750000000,2754.3243000000000,688.5810750000000,688.5810750000000,3442.905375,1377.1621500000000,688.5810750000000,15837.364725,211.87110000000000,17.655925,88.279625,17.655925,48730.353,31074.428000000000,4943.659,2118.7110000000000,10593.555,522995.0,247376.63500000000,275618.365
"Congressional District 9 (116th Congress), Georgia!!2019 Estimate",95.5,94.6,85.0,659846.8145280000,49073.275680000000,1509.9469440000000,10569.628608000000,754.9734720000000,2264.9204160000000,754.9734720000000,754.9734720000000,754.9734720000000,3019.8938880000000,2264.9204160000000,0.0,18119.363328000000,113.361696,48.583584,48.583584,0.0,103336.512,71718.62400000000,9254.016,3084.672,20050.368000000000,567736.0,273081.016,294654.984
"Congressional District 10 (116th Congress), Georgia!!2019 Estimate",97.6,93.1,78.4,497482.1081320000,192645.148698,738.1040180000000,18452.60045,3690.5200900000000,2952.4160720000000,1476.2080360000000,0.0,2952.4160720000000,1476.2080360000000,5904.832144000000,0.0,9595.352234000000,177.326838,59.108946,118.217892,0.0,40163.771,17429.561,6820.263000000000,3789.035,12882.719000000000,563658.0,270555.84000000000,293102.16000000000
"Congressional District 11 (116th Congress), Georgia!!2019 Estimate",96.0,93.5,74.3,543910.402048,135977.600512,3819.59552,23681.492224000000,9930.948352,3055.676416,3055.676416,763.919104,1527.838208,3055.676416,2291.7573120000000,0.0,38195.9552,150.279168,93.92448,93.92448,0.0,90010.96,54006.576,5478.928,2348.112,28177.344000000000,552348.0,262917.64800000000,289430.352
"Congressional District 12 (116th Congress), Georgia!!2019 Estimate",98.7,95.5,78.4,411286.6812600000,242807.79978000000,707.89446,12034.205820000000,2831.57784,2123.68338,2123.68338,0.0,2831.57784,1415.78892,707.89446,0.0,16281.572580000000,473.39526,49.83108,149.49324000000000,24.91554,47632.65,26381.160000000000,11724.960000000000,732.8100000000000,8793.72,547340.0,266554.58,280785.42
"Congressional District 13 (116th Congress), Georgia!!2019 Estimate",88.6,83.8,77.6,225867.86590000000,479774.50136,1557.70942,21029.07717,7009.69239,778.85471,1557.70942,0.0,0.0,7788.5471,3115.41884,0.0,27259.91485,361.32435,0.0,48.17658,24.08829,95550.217,58614.839,9635.316,2408.829,24891.233,550568.0,248856.736,301711.26400000000
"Congressional District 14 (116th Congress), Georgia!!2019 Estimate",97.0,93.5,78.5,598944.828906,61593.617157,2123.917833,7079.7261100000000,2123.917833,2123.917833,707.972611,707.972611,707.972611,707.972611,0.0,707.972611,13451.479609,507.3681690000000,96.64155600000000,24.160389000000000,0.0,89320.226,64427.704000000000,3660.665,1464.266,19767.591000000000,525633.0,253880.739,271752.261
"Congressional District 1 (116th Congress), Hawaii!!2019 Estimate",99.0,98.0,78.1,96510.36225600000,13787.194608000000,1148.932884,290105.55321000000,1723.3993260000000,34467.98652,101680.560234,96510.36225600000,16659.526818,5744.66442,33893.520078,45957.31536,10340.395956000000,731.5977900000000,438.9586740000000,8779.173480000000,0.0,65591.526,21623.580000000000,20182.008000000000,720.7860000000000,23785.938000000000,518980.0,264160.82,254819.18
"Congressional District 2 (116th Congress), Hawaii!!2019 Estimate",101.0,98.7,87.1,166578.750072,7356.7902240000000,3678.3951120000000,138728.04422400000,525.485016,7882.275240000000,71465.962176,38360.406168000000,2627.42508,1576.4550480000000,15764.550480000000,71991.44719200000,8933.245272,1017.605904,1187.206888,8140.847232,0.0,85495.57800000000,29193.612,29193.612,695.086,26413.268,495055.0,248022.555,247032.445
"Congressional District 1 (116th Congress), Idaho!!2019 Estimate",100.0,97.6,94.0,799339.7981680000,7209.378112000000,10814.067168000000,10814.067168000000,901.1722640000000,3604.6890560000000,1802.3445280000000,901.1722640000000,901.1722640000000,901.1722640000000,2703.5167920000000,901.1722640000000,39651.57961600000,134.614944,302.88362400000000,302.88362400000000,0.0,107504.99,92547.774,1869.652,0.0,12152.738000000000,682493.0,336469.049,346023.951
"Congressional District 2 (116th Congress), Idaho!!2019 Estimate",102.2,101.6,85.2,744831.3188300000,4960.0309800000000,11573.405620000000,14053.421110000000,1653.34366,4133.35915,826.67183,826.67183,826.67183,1653.34366,4133.35915,826.67183,25626.826730000000,102.26868000000000,230.10453,204.53736000000000,0.0,121870.17700000000,103120.919,1704.478,0.0,17044.78,600137.0,300068.5,300068.5
"Congressional District 1 (116th Congress), Illinois!!2019 Estimate",87.8,84.0,70.9,292365.01602000000,351534.12640500000,696.1071810000000,18098.786706000000,4872.750267,4872.750267,3480.5359050000000,696.1071810000000,1392.2143620000000,696.1071810000000,2784.4287240000000,0.0,18098.786706000000,119.454552,14.931819,74.65909500000000,29.863638,78925.329,63993.510000000000,8532.468,711.039,5688.312,525671.0,238128.963,287542.037
"Congressional District 2 (116th Congress), Illinois!!2019 Estimate",86.4,83.9,70.0,253901.201685,374487.524385,669.924015,4689.468105,1339.84803,0.0,2009.7720450000000,0.0,669.924015,0.0,0.0,0.0,20767.644465,141.93886500000000,15.770985000000000,47.312955,15.770985000000000,109711.2,98054.38500000000,4114.17,0.0,6856.95,504853.0,229203.262,275649.738
"Congressional District 3 (116th Congress), Illinois!!2019 Estimate",100.2,97.7,79.3,528915.9137060000,36264.609866,3421.1896100000000,32159.182334,4789.665454,17105.948050000000,5473.903376,0.0,684.237922,684.237922,3421.1896100000000,0.0,65686.84051200000,109.59046800000000,36.530156000000000,91.32539000000000,0.0,226908.46900000000,187568.301,14050.06,2107.509,23182.599000000000,485828.0,238055.72,247772.28
"Congressional District 4 (116th Congress), Illinois!!2019 Estimate",102.3,101.6,77.2,379780.575804,29415.018780000000,3922.002504,28761.351696000000,5229.336672,11766.007512000000,7190.337924000000,653.667084,1307.334168,653.667084,1961.001252,653.667084,188909.787276,207.06224400000000,69.02074800000000,161.04841200000000,0.0,454048.25400000000,347133.762,54810.594000000000,2706.696,49397.202,396371.0,196600.016,199770.984
"Congressional District 5 (116th Congress), Illinois!!2019 Estimate",97.1,96.8,73.7,568168.298217,21494.38707,2149.4387070000000,50153.56983000000,10747.193535,7164.79569,15046.070949,2149.4387070000000,3582.397845,2149.4387070000000,8597.754828000000,716.4795690000000,51586.528968000000,114.607155,114.607155,275.05717200000000,0.0,161928.819,99079.73400000000,26618.436,2957.6040000000000,33273.045,535070.0,262184.3,272885.7
"Congressional District 6 (116th Congress), Illinois!!2019 Estimate",96.9,94.8,84.2,565231.9204,14475.45162,1378.61444,65484.1859,25504.367140000000,12407.529960000000,7582.37942,1378.61444,6893.0722,2067.92166,8960.99386,0.0,21368.52382,106.59390000000000,85.27512,234.50658,0.0,83143.242,63245.71400000000,4974.382,1421.252,12791.268000000000,517458.0,252519.504,264938.496
"Congressional District 7 (116th Congress), Illinois!!2019 Estimate",94.8,90.6,62.7,279704.023935,300947.367525,1416.222906,55232.693334000000,14162.22906,22659.566496,5664.891624,2124.334359,4248.668718,708.111453,6373.003077,708.111453,51692.13606900000,176.84592300000000,19.649547000000000,117.89728200000000,19.649547000000000,125902.653,92425.647,15282.981000000000,727.761,17466.264,527605.0,247974.35000000000,279630.65
"Congressional District 8 (116th Congress), Illinois!!2019 Estimate",98.3,96.5,74.1,450969.24159000000,44334.91776,1385.46618,93518.96715,49184.04939000000,7620.063990000000,12469.19562,4156.39854,6927.3309,692.73309,13161.928710000000,0.0,77586.10608000000,219.43719000000000,24.381910000000000,219.43719000000000,0.0,200792.2,159199.53,15059.415,1434.23,25099.025,456651.0,222389.037,234261.96300000000
"Congressional District 9 (116th Congress), Illinois!!2019 Estimate",95.4,93.3,84.7,474260.1442560000,65869.46448000000,1386.7255680000000,101924.32924800000,30507.962496000000,13173.892896000000,20800.883520000000,4160.176704,6933.627840000000,8320.353408,18027.432384000000,0.0,24267.697440000000,258.93216000000000,103.57286400000000,284.82537600000000,0.0,80556.67200000000,48190.152,10788.84,2877.024,18700.656000000000,505966.0,245899.476,260066.524
"Congressional District 10 (116th Congress), Illinois!!2019 Estimate",98.3,96.5,83.5,471282.2910400000,48635.23643000000,4110.01998,74665.36297,29455.143190000000,10960.05328,11645.05661,1370.00666,13015.063270000000,685.00333,7535.0366300000000,0.0,65075.316350000000,127.11402,63.55701,190.67103,21.18567,177253.439,143356.367,12711.402000000000,1412.378,20479.481,469258.0,228997.904,240260.096
"Congressional District 11 (116th Congress), Illinois!!2019 Estimate",96.4,93.9,78.8,480172.460202,79912.92753,2779.580088,54896.706738,22931.535726000000,6254.055198000000,9728.530308,1389.790044,1389.790044,2779.580088,9728.530308,0.0,51422.23162800000,266.98978000000000,106.79591200000000,240.29080200000000,26.698978000000000,202767.91400000000,177512.124,11545.504,1443.188,12988.692000000000,478947.0,229415.61300000000,249531.38700000000
"Congressional District 12 (116th Congress), Illinois!!2019 Estimate",97.5,94.9,76.5,512415.64932000000,109991.53398000000,1975.89582,8562.21522,1975.89582,1317.26388,1975.89582,658.63194,658.63194,658.63194,1975.89582,658.63194,5269.05552,346.29102,61.11018000000000,101.85030000000000,20.37006,23086.068000000000,16975.05,2716.0080000000000,0.0,3395.01,525580.0,254906.3,270673.7
"Congressional District 13 (116th Congress), Illinois!!2019 Estimate",95.6,93.8,80.9,551219.6332500000,81081.75075,1362.7185,27254.37,6813.5925,11583.107250000000,2044.0777500000000,681.35925,2725.437,2044.0777500000000,1362.7185,681.35925,3406.79625,244.59050000000000,69.883,69.883,0.0,27953.2,16771.920000000000,2795.32,698.83,8385.960000000000,541694.0,261638.202,280055.798
"Congressional District 14 (116th Congress), Illinois!!2019 Estimate",97.5,96.9,82.0,610739.049375,21989.443125,709.336875,37594.854375000000,14896.074375,3546.6843750000000,9221.379375,0.0,2837.3475,2837.3475,4965.358125,0.0,20570.769375,109.12875,54.564375,181.88125,0.0,87303.0,62567.150000000000,11640.4,1455.05,10912.875,523833.0,257725.83600000000,266107.164
